content,rating,content_clean,content_clean2,content_token
"Mua từ tháng 12/2020 đến nay là tháng 10/2022 là gần 2 năm mình quay lại viết đánh giá 5 sao thì các bạn đủ hiểu máy sử dụng ok đến mức nào, 2 năm vẫn lướt mượt mà, chưa gặp lỗi gì, pin hiện tại 82% nhưng vẫn sử dụng trọn 1 ngày đến tối mới phải sạc. Máy mát không nóng trừ lúc chơi game nặng.",5,mua từ tháng đến nay là tháng là gần năm mình quay lại viết đánh giá sao thì các bạn đủ hiểu máy sử dụng ok đến mức nào năm vẫn lướt mượt mà chưa gặp lỗi gì pin hiện tại nhưng vẫn sử dụng trọn ngày đến tối mới phải sạc máy mát không nóng trừ lúc chơi game nặng,mua đến nay gần năm quay viết đánh giá sao bạn đủ hiểu máy sử dụng ok đến mức năm lướt mượt gặp lỗi pin hiện tại sử dụng trọn đến tối sạc máy mát không nóng trừ lúc chơi game nặng,mua đến nay gần năm quay viết đánh_giá sao bạn đủ hiểu máy sử_dụng ok đến mức năm lướt mượt gặp lỗi pin hiện_tại sử_dụng trọn đến tối sạc máy mát không nóng_trừ lúc chơi game nặng
"Máy còn nguyên hộp, chính hãng VNA .
Bảo hành đúng ngày kích hoạt máy
Tuy nhiên thời gian luân chuyển đơn hàng quá lâu ( mất hơn 1 tháng ). Trong khi bàn giao lại cho bên giao hàng chỉ mất 3 ngày thì đã nhận được máy . 
Máy giá trị cao mà chỉ quấn 1 lớp giấy bên trong ảnh hưởng hộp máy đã bị móp méo 1 góc .",4,máy còn nguyên hộp chính hãng vna bảo hành đúng ngày kích hoạt máy tuy nhiên thời gian luân chuyển đơn hàng quá lâu mất hơn tháng trong khi bàn giao lại cho bên giao hàng chỉ mất ngày thì đã nhận được máy máy giá trị cao mà chỉ quấn lớp giấy bên trong ảnh hưởng hộp máy đã bị móp méo góc,máy nguyên hộp hãng vna bảo hành đúng kích hoạt máy tuy nhiên gian luân chuyển đơn hàng lâu mất bàn giao bên giao hàng mất máy máy giá trị quấn lớp giấy bên ảnh hưởng hộp máy móp méo góc,máy nguyên_hộp hãng vna bảo_hành đúng kích_hoạt_máy tuy_nhiên gian luân_chuyển đơn hàng lâu mất bàn_giao bên giao hàng mất máy máy giá_trị quấn lớp giấy bên ảnh_hưởng hộp máy móp méo góc
"Chọn tikinow nên đc nhận trong ngày, đóng gói kỹ, Shipper mở cho kiểm ngoại quan tại chỗ vì đh giá trị cao, thấy đóng gói rất cẩn thận (phải chi bọc sách cũng đc dị 🥲), hộp nguyên seal, đủ pk. Đt mới, màu đẹp kích hoạt ngay ngày mua luôn, bảo hành cũng đúng 1 năm, dùng đc tầm 1 tuần thì thấy cũng ổn, trừ hết pin hơi nhanh, đc 1 ngày, à có để mở sáng màn hình không tắt không wifi cả ngày thì từ sáng tới chiều hao tầm 60~70%, cũng ok với đứa không coi phim chơi game nhiều như mình 🤣 không đòi hỏi nhiều nên nói chung khá ưng.",5,chọn tikinow nên được nhận trong ngày đóng gói kỹ shiper mở cho kiểm ngoại quan tại chỗ vì đh giá trị cao thấy đóng gói rất cẩn thận phải chi bọc sách cũng được dị 🥲 hộp nguyên seal đủ pk điện thoại mới màu đẹp kích hoạt ngay ngày mua luôn bảo hành cũng đúng năm dùng được tầm tuần thì thấy cũng ổn trừ hết pin hơi nhanh được ngày à có để mở sáng màn hình không tắt không wifi cả ngày thì từ sáng tới chiều hao tầm cũng ok với đứa không coi phim chơi game nhiều như mình 🤣 không đòi hỏi nhiều nên nói chung khá ưng,chọn tikinow đóng gói kỹ shiper mở kiểm ngoại quan tại chỗ giá trị đóng gói cẩn thận chi bọc sách dị hộp nguyên seal đủ điện thoại màu đẹp kích hoạt ngay mua bảo hành đúng năm dùng tầm tuần ổn trừ pin hơi nhanh à mở sáng màn hình không tắt không wifi sáng tới chiều hao tầm ok đứa không coi phim chơi game không đòi hỏi chung ưng,chọn tikinow đóng_gói kỹ_shiper mở kiểm_ngoại_quan tại_chỗ giá_trị đóng_gói cẩn_thận chi bọc sách dị_hộp nguyên_seal đủ điện_thoại màu đẹp kích_hoạt ngay mua bảo_hành đúng năm dùng tầm tuần ổn_trừ pin hơi nhanh à mở sáng màn_hình không tắt không wifi sáng tới chiều hao tầm ok đứa không coi phim chơi game không đòi_hỏi chung ưng
Hàng chuẩn chính hãng. Giao hàng nhanh. Nhận hàng sau khi đặt 1 ngày. Nguyên seal. Cảm ơn Tiki 😋🤔🤣😅🤩♥️🍻😄♥️👍🌿👍♥️🍷🐘🍷,5,hàng chuẩn chính hãng giao hàng nhanh nhận hàng sau khi đặt ngày nguyên seal cảm ơn tiki 😋 🤔 🤣 😅 🤩 ♥ ️ 🍻 😄 ♥ ️ tích cực 🌿 tích cực ♥ ️ 🍷 🐘 🍷,hàng chuẩn hãng giao hàng nhanh hàng đặt nguyên seal cảm ơn tiki tích cực tích cực,hàng chuẩn hãng giao hàng nhanh hàng đặt nguyên_seal cảm_ơn tiki tích_cực tích_cực
Giao hàng cực nhanh một tiếng đã có hàng sản phẩm chính hãng sản xuất năm hai không 21 tem niêm phong của Teakey rất an tâm quá trình sử dụng ban đầu hơi khó khăn nhưng giờ đã ổn không có vấn đề gì. Tuy nhiên mình không rõ thời gian bảo hành hoặc thẻ bảo hành hoặc kích hoạt thời gian bảo hành như thế nào không được hướng dẫn.,5,giao hàng cực nhanh một tiếng đã có hàng sản phẩm chính hãng sản xuất năm hai không tem niêm phong của teakey rất an tâm quá trình sử dụng ban đầu hơi khó khăn nhưng giờ đã ổn không có vấn đề gì tuy nhiên mình không rõ thời gian bảo hành hoặc thẻ bảo hành hoặc kích hoạt thời gian bảo hành như thế nào không được hướng dẫn,giao hàng cực nhanh một tiếng hàng sản phẩm hãng sản xuất năm hai không tem niêm phong teakey an tâm trình sử dụng ban đầu hơi khó khăn giờ ổn không vấn đề tuy nhiên không rõ gian bảo hành hoặc thẻ bảo hành hoặc kích hoạt gian bảo hành thế không hướng dẫn,giao hàng cực nhanh một tiếng hàng sản_phẩm hãng sản_xuất năm hai không tem niêm_phong teakey an_tâm_trình sử_dụng ban_đầu hơi khó_khăn giờ ổn không vấn_đề tuy_nhiên không rõ gian bảo_hành hoặc thẻ bảo_hành hoặc kích_hoạt_gian bảo_hành thế không hướng_dẫn
"sản phẩm giống quảng cáo, giao hàng nhanh đúng hẹn, máy hoạt động tốt, không gặp vấn đề gì, nhưng lúc bóc seal xong phát hiện có một vết xước nhẹ trên tay thỏ gần loa thoại chưa biết lý do, nên cho 3 sao thôi nhé.",3,sản phẩm giống quảng cáo giao hàng nhanh đúng hẹn máy hoạt động tốt không gặp vấn đề gì nhưng lúc bóc seal xong phát hiện có một vết xước nhẹ trên tay thỏ gần loa thoại chưa biết lý do nên cho sao thôi nhé,sản phẩm giống quảng cáo giao hàng nhanh đúng hẹn máy hoạt động tốt không gặp vấn đề lúc bóc seal xong phát hiện một vết xước nhẹ tay thỏ gần loa thoại lý do sao thôi nhé,sản_phẩm giống quảng_cáo giao hàng nhanh đúng hẹn máy hoạt_động tốt không gặp vấn_đề lúc bóc seal xong phát_hiện một vết xước nhẹ_tay thỏ gần loa_thoại lý_do sao thôi nhé
"Mình mua trả góp, Đã nhận hàng hôm 27/12/2021 nhưng quên đánh giá.Hàng giao đúng hẹn.đc kiểm hàng trước khi nhận.nhìn máy khá mướt.có 1 lỗi nhỏ xíu ở cạnh của máy nhưng vẫn chấp nhận đc.khởi động cài đặt máy có sẵn 89% pin sau đó có bị hao đi cũng nhanh chắc do quá trình cài đặt dẫn đến hao. Mình sd hnay là 5 ngày thì có bị tình trạng gọi *** bị mất tiếng trong lúc gọi nên khá lo mua fai hàng lỗi. Sau đó có vô đánh giá của bạn nào mua trước gặp fai lỗi nay nên có chỉnh lại âm lượng thì ok rồi.k bit mai co bi lai k.Mình mua đc sale 400k.sau 1 tuần thì giảm tiếp nên hơi bị tiếc😂.pin thì xài ít thì đc 2 ngày.xài nhiều thì 1 ngày.k bị nóng máy.hàng gói cẩn thận có tem của tiki trước khi khui hộp.kích hoạt bảo hành đã được bật trước 1 ngày.máy sx 2021. Lần đầu mua hàng điện tử trên mạng nhưng khá an tâm.hi vọng k gặp thêm lỗi gì trong qt sd.",5,mình mua trả góp đã nhận hàng hôm nhưng quên đánh giá hàng giao đúng hẹn được kiểm hàng trước khi nhận nhìn máy khá mướt có lỗi nhỏ xíu ở cạnh của máy nhưng vẫn chấp nhận được khởi động cài đặt máy có sẵn pin sau đó có bị hao đi cũng nhanh chắc do quá trình cài đặt dẫn đến hao mình sử dụng hôm nay là ngày thì có bị tình trạng gọi bị mất tiếng trong lúc gọi nên khá lo mua fai hàng lỗi sau đó có vô đánh giá của bạn nào mua trước gặp fai lỗi nay nên có chỉnh lại âm lượng thì ok rồi không bit mai co bi lai không mình mua được sale tuần thì giảm tiếp nên hơi bị tiếc tích cực pin thì xài ít thì được ngày xài nhiều thì ngày không bị nóng máy hàng gói cẩn thận có tem của tiki trước khi khui hộp kích hoạt bảo hành đã được bật trước ngày máy sx lần đầu mua hàng điện tử trên mạng nhưng khá an tâm hi vọng không gặp thêm lỗi gì trong qt sử dụng,mua trả góp hàng hôm quên đánh giá hàng giao đúng hẹn kiểm hàng nhìn máy mướt lỗi nhỏ xíu ở cạnh máy chấp khởi động cài đặt máy sẵn pin đó hao đi nhanh chắc do trình cài đặt dẫn đến hao sử dụng hôm nay tình trạng gọi mất tiếng lúc gọi lo mua fai hàng lỗi đó vô đánh giá bạn mua gặp fai lỗi nay chỉnh âm lượng ok không bit mai co bi lai không mua sale tuần giảm tiếp hơi tiếc tích cực pin xài ít xài không nóng máy hàng gói cẩn thận tem tiki khui hộp kích hoạt bảo hành bật máy sx đầu mua hàng điện tử mạng an tâm hi vọng không gặp thêm lỗi sử dụng,mua trả_góp hàng hôm quên đánh_giá hàng giao đúng hẹn kiểm_hàng nhìn máy mướt lỗi nhỏ_xíu ở cạnh máy_chấp khởi_động cài_đặt máy sẵn pin đó hao đi nhanh chắc do trình cài_đặt dẫn đến hao sử_dụng hôm_nay tình_trạng gọi mất tiếng lúc gọi lo mua fai hàng lỗi đó vô đánh_giá bạn mua gặp fai lỗi nay chỉnh âm_lượng ok không bit_mai co bi_lai không mua sale tuần giảm tiếp hơi tiếc tích_cực pin xài ít xài không nóng máy hàng gói cẩn_thận tem tiki khui hộp_kích_hoạt bảo_hành bật máy sx đầu mua hàng điện_tử mạng an_tâm hi_vọng không gặp thêm lỗi sử_dụng
"Giao hàng nhanh trong ngày
Lúc đầu gặp chút rắc rối về vấn đề mua điện thoại và giao hàng nhưng sau đó Tiki cũng hỗ trợ giúp mình giải quyết trong 7 ngày
Mua được đúng màu yêu thích, khởi động máy là kích hoạt bảo hành ngay
Adapter cũng mua ở Tiki, đọc comment thấy mấy bạn mua trước phàn nàn về nóng điện thoại khi dùng sạc nhanh, cũng hơi lo nhưng mua về sạc nhanh không nóng tí nào
Lần sau mua mong không gặp rắc rối như vầy nữa
Dù sao cũng cảm ơn Tiki nhiều",5,giao hàng nhanh trong ngày lúc đầu gặp chút rắc rối về vấn đề mua điện thoại và giao hàng nhưng sau đó tiki cũng hỗ trợ giúp mình giải quyết trong ngày mua được đúng màu yêu thích khởi động máy là kích hoạt bảo hành ngay adapter cũng mua ở tiki đọc coment thấy mấy bạn mua trước phàn nàn về nóng điện thoại khi dùng sạc nhanh cũng hơi lo nhưng mua về sạc nhanh không nóng tí nào lần sau mua mong không gặp rắc rối như vầy nữa dù sao cũng cảm ơn tiki nhiều,giao hàng nhanh lúc đầu gặp chút rắc rối vấn đề mua điện thoại giao hàng đó tiki hỗ trợ giúp giải quyết mua đúng màu yêu thích khởi động máy kích hoạt bảo hành ngay adapter mua ở tiki đọc coment mấy bạn mua phàn nàn nóng điện thoại dùng sạc nhanh hơi lo mua sạc nhanh không nóng tí mua mong không gặp rắc rối vầy nữa dù sao cảm ơn tiki,giao hàng nhanh lúc đầu gặp chút rắc_rối vấn_đề mua điện_thoại giao hàng đó tiki hỗ_trợ giúp giải_quyết mua đúng màu yêu thích khởi_động máy_kích_hoạt bảo_hành ngay adapter mua ở tiki đọc coment mấy bạn mua phàn_nàn nóng điện_thoại dùng sạc nhanh hơi lo mua sạc nhanh không nóng_tí mua mong không gặp rắc_rối_vầy nữa dù_sao cảm_ơn tiki
"Sản phẩm chính hãng apple mã hàng VN năm sản xuất 2021, kích hoạt bảo hành online khi máy kết nội mạng 
Máy đẹp long lanh , giá tốt so với các shop lớn mà chất lượng thì tương đương 
Phù hợp cho bạn nào tìm 1 chiếc máy thương hiệu apple, hiệu năng đỉnh, chụp hình đẹp , viên pin tốt , vẫn được apple hổ trợ trong tương lai mà giá thì rất phải chăng, đáng đồng tiền bạn cực khổ kiếm ra ^_^
Tiki giao hàng nhanh, cho phép đồng kiểm hàng khi nhận!",5,sản phẩm chính hãng aple mã hàng việt nam năm sản xuất kích hoạt bảo hành online khi máy kết nội mạng máy đẹp long lanh giá tốt so với các cửa hàng lớn mà chất lượng thì tương đương phù hợp cho bạn nào tìm chiếc máy thương hiệu aple hiệu năng đỉnh chụp hình đẹp viên pin tốt vẫn được aple hổ trợ trong tương lai mà giá thì rất phải chăng đáng đồng tiền bạn cực khổ kiếm ra tiki giao hàng nhanh cho phép đồng kiểm hàng khi nhận,sản phẩm hãng aple mã hàng việt nam năm sản xuất kích hoạt bảo hành online máy kết nội mạng máy đẹp long lanh giá tốt so cửa hàng lớn chất lượng tương đương phù hợp bạn tìm chiếc máy thương hiệu aple hiệu năng đỉnh chụp hình đẹp viên pin tốt aple hổ trợ tương lai giá chăng đáng đồng tiền bạn cực khổ kiếm tiki giao hàng nhanh phép đồng kiểm hàng,sản_phẩm hãng aple_mã hàng việt_nam năm sản_xuất kích_hoạt bảo_hành online máy_kết nội_mạng máy đẹp long_lanh giá tốt so cửa_hàng lớn chất_lượng tương_đương phù_hợp bạn tìm chiếc máy thương_hiệu aple_hiệu năng_đỉnh chụp hình đẹp_viên pin tốt aple hổ_trợ tương_lai giá chăng đáng đồng_tiền bạn cực_khổ kiếm tiki giao hàng nhanh_phép đồng kiểm_hàng
"5 sao cho Tiki Trading
1 sao cho đối tác vận chuyển JNT
Hàng giá trị cao, đã dán dễ vỡ mà để xẹp lép, không có ý thức bảo vệ hàng cho khách hàng!",3,sao cho tiki trading sao cho đối tác vận chuyển jnt hàng giá trị cao đã dán dễ vỡ mà để xẹp lép không có ý thức bảo vệ hàng cho khách hàng,sao tiki trading sao đối tác vận chuyển jnt hàng giá trị dán dễ vỡ xẹp lép không ý thức bảo vệ hàng khách hàng,sao tiki trading sao đối_tác vận_chuyển jnt hàng giá_trị dán dễ vỡ xẹp_lép không ý_thức bảo_vệ hàng khách_hàng
