id,title,content,rating
,Cực kì hài lòng,"Mình ở nội thành Tphcm + đặt giao TikiNOW nên tốc độ như tên lửa: Từ lúc xác nhận đến nhận máy chưa đầy 3 tiếng.
BOX gói Oke + thêm Hộp chống shock của Apple nên chả sợ.
Còn máy thì mình đã dùng từ 5S, 8Plus... nên hàng chính hãng VN/A lần này xác suất bị Lỗi là rất nhỏ. Trải nghiệm nửa ngày oke: Chụp ảnh đẹp hơn thế hệ trước, Loa ngoài to và sắc vãi nồi. Để *** thêm!",5
,Cực kì hài lòng,"Giao hàng siêu tốc 2 tiếng là giao hàng, mua ngày siêu sale được giảm giá khá nhiều, chưa xài bên ngoài đẹp, màu xanh bạc hà đẹp!",5
,Rất không hài lòng,"Chưa nhận được hàng đã cho đánh giá, rồi hàng bên mình giao ai rồi, không thấy cuộc gọi nhỡ nào. 
Trước đó khi chờ đơn hàng này mình đã gọi điện phản ánh rất nhiều lần rồi.",1
,Hài lòng,"Check hàng chuẩn chính hãng
Giao hàng sớm hơn 2 ngày so với dự kiến
Bảo hành chuẩn hôm đặt hàng luôn
Có 1 số vấn đề sau
-Bụi trong cam truoc và 1 vết xước may là ở viền đen k phải phần hiển thị",4
,Hài lòng,"Mình vừa nhận hàng, chất lượng sp ko vấn đề gì, tiki đóng gói hơi sơ sài. Tuy nhiên có một lời khuyên nhỏ cho các bạn chọn ip 11: màn hình cực kỳ sạn, chụp ảnh hình ko đc sắc nét mà thậm chí thiếu sáng 1 chút là vỡ hình, độ phân giải kém cả mấy con 6 plus, 8 plus mình có. Nếu đc chọn lại với giá thành này mình mua xsmax để lấy hình ảnh đẹp.",4
,Cực kì hài lòng,"Hàng tốt, còn nguyên tem, bao bì :3 nói chung mua điện thoại trên tiki rất nhiều lần rồi nên cũng khá là yên tâm, đặc biệt là khi nhà cung cấp là tiki trading. Đóng gói sản phẩm khá là kỹ lưỡng, bỏ nhiều xốp để chống sốc khi va đập lúc vận chuyên nên cho 5 sao :3",5
,Cực kì hài lòng,Sản phẩm chính hãng. Giao hàng nhanh. Ở Bình Tân phải lấy địa chỉ Tân Phú mới giao nhanh được. Có Tiki now Bình Tân nữa thì tuyệt,5
,Cực kì hài lòng,"Nói chung là hài lòng!
Giá tốt so với thị trường nếu mình add thêm km thẻ Hsbc. Trên description ghi là đời mới ko sạc ko earphone, ai dè giao về còn full phụ kiện mừng húm. Máy mua nay đc hơn 2 tuần rồi, chưa có vđề j. Mình đặt giao hàng nhanh nên ko bị trục trặc j hết. Nói chung toẹt zời ông mặt trời nha mấy chế. À nhắc các bạn đã đc update sim 4g mới của mobiphone thì đi thay phôi sim mới ko thì bị nóng máy khi update lên ios 14 ạ",5
,Cực kì hài lòng,"Hàng mới 100% chính hãng VN/A. Đóng gói cẩn thận, có dán tem hàng dễ vỡ ngoài hộp. Nhân viên giao hàng tốt, nhiệt tình.

Kích hoạt máy báo bảo hành đúng 1 năm kể từ ngày nhận máy.",5
,Cực kì hài lòng,"Chọn tiki khi mua hàng giá trị cao hay đồ công nghệ luôn làm mình cảm thấy yên tâm. Nhanh chóng, tiện lợi, có mã xác thực qua tin nhắn để nhận hàng giá trị",5
,Rất không hài lòng,"Đã nhận hàng đúng như đã xem. Chất lượng tốt, đóng giói cẩn thận. Rất vui khi nhận đuọc hàng đúng như Tiki chào bán. Sẻ ủng hộ lần sau.",1
,Rất không hài lòng,"1 sao cho NJV, 1 sao cho Tiki về cách xử lý rườm rà và ko hề có cách giải quyết nào cả, 1 sao cho việc mình tới bưu cục NJV và thấy hàng điện thoại của mình nằm trong hộp nhàu nát, ẩm ướt và nằm trong đống hàng vứt xó dưới đất. Super thất vọng về dịch vụ của Tiki lần này. Chắc tôi sẽ tạm ngưng Tiki 1 thời gian vì tâm trạng ko hề vui sau khi đặt 1 món hàng giá trị nhưng lại phải đi gọi đt liên tục, hỏi han, bất an chờ đợi mà ko đc bên Tiki cập nhật bất cứ thông tin gì trên app trong 1 thời giàn dài gần 2 tháng.",1
,Cực kì hài lòng,Hàng mới nguyên seal. Giao hàng nhanh và đóng gói cẩn thận.,5
,Cực kì hài lòng,"Mua tặng Ba, nhu cầu dùng của Ba chỉ dừng ở nghe gọi nhắn tin, xem tin tức và chơi Sodoku. Dư đáp ứng, đủ hài lòng vì Ba thích. Cám ơn Tiki đã giao đúng ngày, đúng hàng, đúng màu. 
PS: mình check bảo hành hãng (Repairs and Service Coverage) thì còn đúng 364 ngày :)",5
,Cực kì hài lòng,"Giao hàng nhanh, hàng chính hãng nguồn nhập FPT, rất yên tâm khi mua hàng của tiki",5
,Cực kì hài lòng,từ khi biết tiki .mua hàng toàn bộ trên tiki gần 3nam rồi. sản phẩm chất lượng chín hàng. ma con rẻ hơn điện máy xanh.va FPT shop.đien máy chợ lớn nữa,5
,Hài lòng,"Điện thoại dùng khá ổn, nghe gọi to, rõ ràng, màu sắc màn hình nhìn rõ được chữ.
Điẻm trừ khiến mình không để 5 sao cho sản phẩm này vì điện thoại không hỗ trợ khe cắm thẻ nhớ, màn hình bị khuyết tật, ung thư màn hình, thật không thể tin một chiếc điện thoại hơn cục củ mà lại bị ung thư màn hình như vậy.",4
,Rất không hài lòng,"chơi game 2 tiếng nóng máy, nghe mùi khét điện cùng lúc luôn, do hết hạn đổi trả 7 ngày  nên ra trung tâm bảo hành, người ta kêu hư phần chống làm nóng máy, rồi lại ngồi đợi 1-2 tuần ktra xem xét sữa chữa nữa đây. mua về mới cầm trên tay dc 12 ngày thôi đó",1
,Cực kì hài lòng,"Lúc đầu cũng đắn đo khi đặt mua online hàng điện tử lại còn đắt tiền như vậy nhưng nhận hàng đc kiểm tra. Hàng chính hãng, check thông tin thấy đúng hàng. Mình dùng cũng được nửa năm rồi, sản phẩm chất lượng, pin trâu. Nói chung nên mua",5
,Cực kì hài lòng,"Giao hàng tốc độ, đúng màu sắc, máy mới nguyên seal. Đã mua mấy món đồ điện tử của tiki trading, rất an tâm",5
,Cực kì hài lòng,"Tiki giao hàng nhanh. Mình xài đc gần 1 tuần. Đt xài tốt, mượt, pin ok, sử dụng bth thì 2 ngày mới cần sạc, còn có hôm mình sử dụng nhiều thì tầm 1 ngày là phải sạc. Sạc từ 19-20% khoảng 2 tiếng rưỡi là đầy 100%.",5
,Cực kì hài lòng,"Tiki giao hàng siêu nhanh, chưa đầy 1h, hàng đóng gói cẩn thận, mới tinh. Tuy là mẫu đã ra mắt lâu nhưng chất lượng vẫn hơn những máy android cùng giá",5
,Hài lòng,"Do dịch nên ship hơi lâu. Nhưng có thể chủ động sang bên website của Giao hàng nhanh để xem chi tiết quá trình vận chuyển. 

Hộp bên ngoài của Tiki bị móp chắc bị nén hàng (bên ngoài có dán: Hàng cực kỳ dễ vỡ). Bên trong có vài tờ giấy xi măng, tuy hộp Iphone 11 cũng đã có 1 lớp chống sốc bên trong. 

Check hàng chính hãng. Lần đầu mua sản phẩm giá trị quá Tiki Trading thấy ok chấp nhận được.",4
,Bình thường,"Tiki giao hàng nhanh, vừa đặt sáng hôm trước mà hôm sau đã giao rồi. Shipper cũng thân thiện hơn so với các đơn trước, chắc vì đơn này đắt tiền. Đóng gói cẩn thận có đệm nhiều giấy. Hàng chuẩn FPT nguyên seal chưa active. Nói chung là ok . Chỉ có điều mình phát hiện máy mình giữa màn hình có 1 hạt bụi nhỏ, thấy trên mạng nói nếu bị bụi sẽ được 1 đổi 1. Mình có nhắn cho Tiki và họ nói sẽ liên hệ với bên bộ phận hỗ trợ và gọi lại cho mình. Đợi cả ngày mới gọi. Rồi hỏi mình sao lúc vừa nhận hàng không báo ngay, thái độ cũng không được vui lắm. Chính sách của Apple là 1 đổi 1 trong vòng 1 năm và của Tiki là đổi trả trong vòng 7 ngày, hôm đó là ngày thứ 5 thì có gì không đúng đâu? Rồi kêu mình thoát icloud rồi sẽ có người lại thu máy về kiểm tra. Mình hỏi có được 1 đổi 1 không, bên Tiki nói là để kiểm tra mới biết có đổi không. Theo cách nói thì mình nghĩ không được đổi đâu vì nói vòng vo lắm và mình từng bị Tiki giao sách rách gởi đổi và Tiki giao mình lại ngay cuốn đó. Mình nói vậy thôi khỏi đi, bên kia mừng húm nói lỗi nhỏ xíu hà không sao đâu. Thiết nghĩ tuy giá của Tiki ok nhưng bảo hành rất phiền phức vì nếu mình mua tại store FPT mình có thể đem lại đó bảo hành hay đổi trả gì đó nhưng mình chỉ là mua FPT được phân phối qua Tiki mà thôi. Mình thấy có người cũng bị lỗi bụi màn hình mà mua tại FPT nên lại được đổi ngay, lúc đó đã xài được 2 tuần. Nhưng mình không có hoá đơn mua hàng ở FPT.",3
,Cực kì hài lòng,Bộ nhớ 128gb. Hàng chuẩn Apple 👍👍👍,5
,Cực kì hài lòng,Máy chuẩn hàng VN/A. Tiki giao nhanh. Đã mua điện thoại nhiều lần trên tiki và lần nào cũng rất ưng so và dịch vụ của tiki. Giá lại rẻ hơn so với mua ở shop.,5
,Cực kì hài lòng,"Sản phẩm mới, nguyên seal, dù đắt hơn một vài store nhưng vẫn tin dùng tiki vì giao hàng nhanh, gói hàng kỹ không chỉ có seal của sản phẩm mà còn có tem của Tiki vô cùng an tâm :D",5
,Cực kì hài lòng,"Hàng VN/A chính hãng, kích hoạt bảo hành chuẩn, máy màu trắng trông rất sang, 5 sao cho Tiki.",5
,GHN bảo quản không tốt,"Mình ở Q9, tiki giao hàng qua GHN hộp đóng gói mốp méo, đè bẹp dù bên ngoài có dán ""HÀNG DỄ VỠ"". rất quan ngại cho hàng bên trong, may là không sao.
Mình mua hàng từ tiki nhiều lần rồi, mỗi lần qua GHN là thùng/Hộp bên ngoài đều biến dạng, TIKI nên làm việc lai với bên GHN, hoặc là tìm đối tác khác để giao hàng đi.",4
,Cực kì hài lòng,Hàng hẹn giao t5 mà t3 mình đã nhận được rồi. Máy đúng chính hãng tra được thông tin bảo hành trên web. Vận chuyển ok máy khá mượt. Rất hài lòng 👍,5
,Cực kì hài lòng,"Sản phẩm chất lượng, mới như mô tả. Nhận sản phẩm rất ưng ý. Giao sản phẩm nhanh chóng. Lần đầu mua đồ điện tử nhưng rất hài lòng trên tiki.",5
,Rất không hài lòng,"Trước giờ mình vẫn mua hàng Tiki và tin tưởng. Lần này mua điện thoại giá trị lớn. Thấy các bạn cmt hàng ngon thế mình cũng mua. Vừa nhận hàng sáng nay mà ức hết người. 
- Kiểm tra imei của máy thì lỗi ntn. Không hề tồn tại. Trước mình mua máy của fpt, sau 3 năm kiểm tra vẫn thấy oke.
- Điện thoại thì đã active. Thấy lần sạc cuối cùng là tháng 11 năm nay. 
- Hàng cũng k còn nguyên mà đã có người sờ rồi
- Kèm vào đó là ông anh Shipper rất vô duyên. Hàng người ta đã thanh toán rồi, giao thì giao m* đi, còn đứng đấy hỏi. Còn vô duyên chìa giá tiền cho mẹ mình xem kiểu hào hứng. Mà trong khi khách đã thanh toán. Tọc mạch vô duyên hỏng hết việc người khác.
ĐỀ NGHỊ TIKI LIÊN HỆ LẠI SỚM ĐỔI TRẢ MÁY HÀNG CHUẨN CHO MÌNH. Trân trọng!",1
,Cực kì hài lòng,"Tiki giao đúng hẹn, nhưng mà chờ hơi lâu xí (6 ngày từ HN và ĐắkN). Đóng gói tốt. Sản phẩm iPhone thì khỏi chê r, có điều mình thiết lập máy mới xài 1 tí thấy hơi nóng nha! Cơ mà mình được giảm giá còn 14tr800 thôi. Cám ơn Tiki nhé!",5
,Cực kì hài lòng,"Tiki now đặt hàng 2 giờ sau nhận, sản phẩm chính hãng, đóng gói cẩn thận.",5
,Cực kì hài lòng,"Sản phẩm đẹp còn seal, giao hàng nhanh,...",5
,Cực kì hài lòng,Tiki giao hàng rất nhanh. Thứ 7 đặt CN đã giao tới . Tiki đóng hàng rất bài bản. Sản phẩm đặt trong box với chống sốc khá an toàn. Máy mới không trầy xước. Đã sử dụng được 3 hôm nay. Khá hài lòng,5
,Bình thường,"Sau khi check moi biet la CPO, chưa liên lạc được để đổi chính hạng. Hơn 15 tuần sử dụng, 4G chập chờn, phát wifi lúc được lúc không hic..",3
,Cực kì hài lòng,"Mình mua dịp sales 7.7 nên được giá hời luôn. Khuya chốt deal sáng hôm sau đã được giao.
Anh shipper siêu cẩn thận, check hàng ngay trước mặt khách để bảo đảm hàng chính hãng chưa bóc tem :)",5
,máy nóng lên rất nhanh,"pin bị tuột nhanh. máy mới mua mà pin không đủ xài 1 ngày dù chỉ ở chế độ chờ. Máy mau nóng cực kỳ, chỉ thực hiện cuộc gọi chưa đầy 5 phút máy đã nóng muốn phỏng tay. Tôi đã thực hiện tắt hết các chức năng như Bluetooth, location, nhưng máy vẫn nóng lên rất nhanh khi sử dụng. Cần tìm nơi bảo hành.",1
,Cực kì hài lòng,Hàng chính hãng nguyên seal VN/A. Mình đã mua nhiều điện thoại từ tiki và đều hoạt động tốt,5
,Cực kì hài lòng,"Hàng nguyên seal chính hãng, mọi chức năng đều hoạt động tốt",5
,Rất không hài lòng,"vừa nhận hàng, bóc hộp ra đang trong quá trình restore thì màn hình bị nhấp nháy, lỗi liên tục",1
,Rất không hài lòng,"sản phẩm nhận bị lỗi gọi lên tổng đài thu hồi về xong giám định kêu k vấn đề gì mặc dù đã gửi video xác minh, sau 1 tháng làm việc giờ báo gửi ra nước ngoài haiz k biết khi nào mới nhận được điện thoại để sử dụng",1
,Cực kì hài lòng,Hàng chính hãng nguyên seal nha mọi người,5
,Cực kì hài lòng,"Sản phẩm đúng như mô tả giao hàng nha b  rất ưng ý 
Sản phẩm đúng như mô tả giao hàng nha b  rất ưng ý",5
,Cực kì hài lòng,Tiki Ship hàng siêu nhanh. Hàng được gói rất cẩn thận. Máy màu xanh siêu ưng luôn tuy ra lâu rồi nhưng mẫu máy này vẫn quá là ok,5
,Cực kì hài lòng,"Hàng nguyên seal, giao hàng nhanh. được kiểm tra hàng trước. ưng ý !",5
,Chấp nhận được.,"- Mình mua khá nhiều điện thoại trên Tiki rồii, lần nào cũng yên tâm vì đóng gói cẩn thận, có bọc chống va đập. Tuy nhiên lần này thì không, hộp iphone đựng trong hộp tiki, thêm vài miếng giấy phủ ở dưới, không hiểu sao hàng giá trị như vầy mà đóng gói chán thật.
- iphone thì vẫn là iphone thôi, nhanh mượt, chụp ảnh đẹp, vân vân... tuy nhiên, đối với con máy mình mua được thì viền màn hình chỗ tai trâu bị tối một chút, chấp nhận được, vì nếu có đi đổi hay bảo hành thì cũng nhận đc 1 con xấp xỉ như thế thôi.
- mặt lưng phần khung và kính bị hở khá nhiều (xem vatvo bảo hở thế là bt, nhưng của mình hở nhiều hơn bt), tuy nhiên cũng vì lười đổi trả nên chấp nhận được.
- 1 sim thường 1 esim, nhưng có vẻ sóng kém, cả 2 sim ko mấy khi full được vạch.
- mình mua màu xanh lá, nhìn cũng được, đổi gió cho 2 màu đen trắng mà mình hay mua.",4
,Cực kì hài lòng,"Hàng chính hãng, nhờ 11/11 săn được giá rất tốt luôn! Giao hàng nhanh như điện, đặt chiều hôm trước sáng hôm sau đã giao dù ko đặt TikiNow. Đt đẹp lắm lắm ạ! Cảm ơn Tiki rất nhiềuuu",5
,Cực kì hài lòng,Đặt hôm trước hôm sau được giao luôn. Rất thích dịch vụ của Tiki từ trước đến nay. Máy nhận được check series đều mới kích hoạt bảo hành mọi thứ không có gì để chê. Hi vọng máy không vấn đề gì dùng lâu dài,5
,Cực kì hài lòng,"Hoàn toàn an tâm khi mua iphone tại Tiki. Mình chưa kích hoạt sản phẩm nữa, nhưng chắc là không sao đâu. Đánh giá 5 sao cho sp này cái đã.",5
